250.277, 130.181, 8.336, 12.398 False
249.999, 130.169, 8.336, 12.431 False
249.722, 130.157, 8.336, 12.464 False
249.444, 130.145, 8.336, 12.497 False
249.166, 130.133, 8.336, 12.530 False
248.889, 130.121, 8.336, 12.563 False
248.611, 130.110, 8.336, 12.596 False
248.334, 130.098, 8.336, 12.629 False
248.056, 130.086, 8.336, 12.662 False
247.778, 130.074, 8.336, 12.695 False
247.501, 130.062, 8.336, 12.728 False
247.223, 130.050, 8.336, 12.761 False
246.945, 130.039, 8.336, 12.794 False
246.668, 130.027, 8.335, 12.827 False
246.390, 130.015, 8.335, 12.860 False
246.113, 130.004, 8.335, 12.893 False
245.835, 129.992, 8.335, 12.926 False
245.557, 129.980, 8.335, 12.959 False
245.280, 129.969, 8.335, 12.992 False
245.002, 129.957, 8.335, 13.025 False
244.725, 129.946, 8.335, 13.058 False
244.447, 129.934, 8.335, 13.091 False
244.169, 129.923, 8.335, 13.124 False
243.892, 129.911, 8.335, 13.157 False
243.614, 129.900, 8.335, 13.190 False
243.337, 129.888, 8.335, 13.223 False
243.059, 129.877, 8.335, 13.256 False
242.782, 129.866, 8.335, 13.289 False
242.504, 129.855, 8.335, 13.322 False
242.226, 129.843, 8.335, 13.355 False
241.949, 129.832, 8.335, 13.388 False
241.671, 129.821, 8.335, 13.421 False
241.394, 129.810, 8.335, 13.454 False
241.116, 129.799, 8.334, 13.487 False
240.838, 129.788, 8.334, 13.520 False
240.561, 129.777, 8.334, 13.553 False
240.283, 129.767, 8.334, 13.586 False
240.006, 129.756, 8.334, 13.619 False
239.728, 129.745, 8.334, 13.652 False
239.450, 129.734, 8.334, 13.685 False
239.173, 129.724, 8.334, 13.718 False
238.895, 129.713, 8.334, 13.751 False
238.617, 129.703, 8.334, 13.784 False
238.340, 129.693, 8.334, 13.817 False
238.062, 129.683, 8.334, 13.850 False
237.785, 129.673, 8.334, 13.883 False
237.507, 129.663, 8.334, 13.916 False
237.229, 129.653, 8.334, 13.949 False
236.952, 129.644, 8.334, 13.982 False
236.674, 129.634, 8.334, 14.015 False
236.396, 129.624, 8.334, 14.048 False
236.119, 129.615, 8.334, 14.081 False
235.841, 129.605, 8.334, 14.114 False
235.564, 129.595, 8.334, 14.147 False
235.286, 129.586, 8.334, 14.180 False
235.008, 129.577, 8.334, 14.213 False
234.731, 129.568, 8.334, 14.246 False
234.453, 129.559, 8.334, 14.279 False
234.175, 129.550, 8.334, 14.312 False
233.898, 129.541, 8.334, 14.345 False
233.620, 129.533, 8.334, 14.378 False
233.342, 129.524, 8.334, 14.411 False
233.065, 129.515, 8.334, 14.444 False
232.787, 129.507, 8.334, 14.477 False
232.509, 129.498, 8.334, 14.510 False
232.232, 129.490, 8.334, 14.543 False
231.954, 129.482, 8.334, 14.576 False
231.676, 129.474, 8.334, 14.609 False
231.399, 129.465, 8.334, 14.642 False
231.121, 129.457, 8.334, 14.675 False
230.843, 129.449, 8.334, 14.708 False
230.566, 129.441, 8.334, 14.741 False
230.288, 129.434, 8.334, 14.774 False
230.010, 129.426, 8.334, 14.807 False
229.733, 129.418, 8.334, 14.840 False
229.455, 129.411, 8.334, 14.873 False
229.177, 129.403, 8.334, 14.906 False
228.900, 129.396, 8.333, 14.939 False
228.622, 129.388, 8.333, 14.972 False
228.344, 129.381, 8.333, 15.005 False
228.067, 129.374, 8.333, 15.038 False
227.789, 129.367, 8.333, 15.071 False
227.511, 129.360, 8.333, 15.104 False
227.233, 129.353, 8.333, 15.137 False
226.956, 129.346, 8.333, 15.170 False
226.678, 129.339, 8.333, 15.203 False
226.400, 129.333, 8.333, 15.236 False
226.123, 129.326, 8.333, 15.269 False
225.845, 129.320, 8.333, 15.302 False
225.567, 129.313, 8.333, 15.335 False
225.290, 129.307, 8.333, 15.368 False
225.012, 129.301, 8.333, 15.401 False
224.734, 129.295, 8.333, 15.434 False
224.456, 129.289, 8.333, 15.467 False
224.179, 129.283, 8.333, 15.500 False
223.901, 129.277, 8.333, 15.533 False
223.623, 129.271, 8.333, 15.566 False
223.346, 129.265, 8.333, 15.599 False
223.068, 129.260, 8.333, 15.632 False
222.790, 129.254, 8.333, 15.665 False
222.512, 129.249, 8.333, 15.698 False
222.235, 129.244, 8.333, 15.731 False
221.957, 129.238, 8.333, 15.764 False
221.679, 129.233, 8.333, 15.797 False
221.401, 129.228, 8.333, 15.830 False
221.124, 129.223, 8.333, 15.863 False
220.846, 129.218, 8.333, 15.896 False
220.568, 129.213, 8.333, 15.929 False
220.290, 129.209, 8.333, 15.962 False
220.013, 129.204, 8.333, 15.995 False
219.735, 129.199, 8.333, 16.028 False
219.457, 129.195, 8.333, 16.061 False
219.180, 129.191, 8.333, 16.094 False
218.902, 129.186, 8.333, 16.127 False
218.624, 129.182, 8.333, 16.160 False
218.346, 129.178, 8.333, 16.193 False
218.069, 129.174, 8.333, 16.226 False
217.791, 129.170, 8.333, 16.259 False
217.513, 129.166, 8.333, 16.292 False
217.235, 129.162, 8.333, 16.325 False
216.958, 129.159, 8.333, 16.358 False
216.680, 129.155, 8.333, 16.391 False
216.402, 129.152, 8.333, 16.424 False
216.124, 129.148, 8.333, 16.457 False
215.847, 129.145, 8.333, 16.490 False
215.569, 129.142, 8.333, 16.523 False
215.291, 129.139, 8.333, 16.556 False
215.013, 129.135, 8.333, 16.589 False
214.736, 129.132, 8.333, 16.622 False
214.458, 129.130, 8.333, 16.655 False
214.180, 129.127, 8.333, 16.688 False
213.902, 129.124, 8.333, 16.721 False
213.625, 129.121, 8.333, 16.754 False
213.347, 129.119, 8.333, 16.787 False
213.069, 129.116, 8.333, 16.820 False
212.791, 129.114, 8.333, 16.853 False
212.513, 129.111, 8.333, 16.886 False
212.236, 129.109, 8.333, 16.919 False
211.958, 129.107, 8.333, 16.952 False
211.680, 129.105, 8.333, 16.985 False
211.402, 129.103, 8.333, 17.018 False
211.125, 129.101, 8.333, 17.051 False
210.847, 129.099, 8.333, 17.084 False
210.569, 129.097, 8.333, 17.117 False
210.291, 129.096, 8.333, 17.150 False
210.014, 129.094, 8.333, 17.183 False
209.736, 129.093, 8.333, 17.216 False
209.458, 129.091, 8.333, 17.249 False
209.180, 129.090, 8.333, 17.282 False
208.902, 129.089, 8.333, 17.315 False
208.625, 129.088, 8.333, 17.348 False
208.347, 129.086, 8.333, 17.381 False
208.069, 129.085, 8.333, 17.414 False
207.791, 129.084, 8.333, 17.447 False
207.514, 129.084, 8.333, 17.480 False
207.236, 129.084, 8.333, 17.513 False
206.958, 129.083, 8.333, 17.546 False
206.680, 129.082, 8.333, 17.579 False
206.402, 129.082, 8.333, 17.612 False
206.125, 129.082, 8.333, 17.645 False
205.847, 129.082, 8.333, 17.678 False
205.569, 129.081, 8.333, 17.711 False
205.291, 129.081, 8.333, 17.744 False
205.014, 129.081, 8.333, 17.777 False
204.736, 129.081, 8.333, 17.810 False
204.458, 129.081, 8.333, 17.843 False
204.180, 129.081, 8.333, 17.876 False
203.902, 129.082, 8.333, 17.909 False
203.625, 129.082, 8.333, 17.942 False
203.347, 129.082, 8.333, 17.975 False
203.069, 129.083, 8.333, 18.008 False
202.791, 129.083, 8.333, 18.041 False
202.514, 129.084, 8.333, 18.074 False
202.236, 129.084, 8.333, 18.107 False
201.958, 129.085, 8.333, 18.140 False
201.680, 129.085, 8.333, 18.173 False
201.402, 129.086, 8.333, 18.206 False
201.125, 129.087, 8.333, 18.239 False
200.847, 129.088, 8.333, 18.272 False
200.569, 129.089, 8.333, 18.305 False
200.291, 129.090, 8.333, 18.338 False
200.014, 129.091, 8.333, 18.371 False
199.736, 129.092, 8.333, 18.404 False
199.458, 129.093, 8.333, 18.437 False
199.180, 129.094, 8.333, 18.470 False
198.903, 129.096, 8.333, 18.503 False
198.625, 129.097, 8.333, 18.536 False
198.347, 129.098, 8.333, 18.569 False
198.069, 129.100, 8.333, 18.602 False
197.791, 129.101, 8.333, 18.635 False
197.514, 129.103, 8.333, 18.668 False
197.236, 129.104, 8.333, 18.701 False
196.958, 129.106, 8.333, 18.734 False
196.680, 129.108, 8.333, 18.767 False
196.403, 129.110, 8.333, 18.800 False
196.125, 129.111, 8.333, 18.833 False
195.847, 129.113, 8.333, 18.866 False
195.569, 129.115, 8.333, 18.899 False
195.291, 129.117, 8.333, 18.932 False
195.014, 129.119, 8.333, 18.965 False
194.736, 129.121, 8.333, 18.998 False
194.458, 129.123, 8.333, 19.031 False
194.180, 129.125, 8.333, 19.064 False
193.903, 129.127, 8.333, 19.097 False
193.625, 129.130, 8.333, 19.130 False
193.347, 129.132, 8.333, 19.163 False
193.069, 129.134, 8.333, 19.196 False
192.792, 129.136, 8.333, 19.229 False
192.514, 129.139, 8.333, 19.262 False
192.236, 129.141, 8.333, 19.295 False
191.958, 129.143, 8.333, 19.328 False
191.680, 129.146, 8.333, 19.361 False
191.403, 129.148, 8.333, 19.394 False
191.125, 129.151, 8.333, 19.427 False
190.847, 129.153, 8.333, 19.460 False
190.569, 129.156, 8.333, 19.493 False
190.292, 129.159, 8.333, 19.526 False
190.014, 129.161, 8.333, 19.559 False
189.736, 129.164, 8.333, 19.592 False
189.458, 129.167, 8.333, 19.625 False
189.180, 129.170, 8.333, 19.658 False
188.903, 129.172, 8.333, 19.691 False
188.625, 129.175, 8.333, 19.724 False
188.347, 129.178, 8.333, 19.757 False
188.070, 129.181, 8.333, 19.790 False
187.792, 129.185, 8.333, 19.823 False
187.514, 129.188, 8.333, 19.856 False
187.236, 129.191, 8.333, 19.889 False
186.959, 129.194, 8.333, 19.922 False
186.681, 129.197, 8.333, 19.955 False
186.403, 129.201, 8.333, 19.988 False
186.125, 129.204, 8.333, 20.021 False
185.848, 129.207, 8.333, 20.054 False
185.570, 129.210, 8.333, 20.087 False
185.292, 129.214, 8.333, 20.120 False
185.014, 129.217, 8.333, 20.153 False
184.737, 129.220, 8.333, 20.186 False
184.459, 129.224, 8.333, 20.219 False
184.181, 129.227, 8.333, 20.252 False
183.903, 129.230, 8.333, 20.285 False
183.626, 129.234, 8.333, 20.318 False
183.348, 129.237, 8.333, 20.351 False
183.070, 129.241, 8.333, 20.384 False
182.793, 129.244, 8.333, 20.417 False
182.515, 129.247, 8.333, 20.450 False
182.237, 129.251, 8.333, 20.483 False
181.959, 129.254, 8.333, 20.516 False
181.682, 129.258, 8.333, 20.549 False
181.404, 129.261, 8.333, 20.582 False
181.126, 129.265, 8.333, 20.615 False
180.848, 129.268, 8.333, 20.648 False
180.571, 129.272, 8.333, 20.681 False
180.293, 129.275, 8.333, 20.714 False
180.015, 129.279, 8.333, 20.747 False
179.737, 129.282, 8.333, 20.780 False
179.460, 129.286, 8.333, 20.813 False
179.182, 129.289, 8.333, 20.846 False
